,Dimension_Name,Dimension_Category,Tab,Measure,Year,Value
1170,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,0.88
1171,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,0.91
1172,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,0.9
1173,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,0.92
1174,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,0.98
1175,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,0.92
1176,Agriculture,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,0.95
1177,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,0.09
1178,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,0.09
1179,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,0.09
1180,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,0.09
1181,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,0.08
1182,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,0.08
1183,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,0.09
1184,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,0.1
1185,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,0.1
1186,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,0.1
1187,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,0.1
1188,Construction,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,0.1
1189,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,0.64
1190,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,0.74
1191,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,0.68
1192,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,0.73
1193,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,0.87
1194,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,0.91
1195,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,1.16
1196,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,1.18
1197,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,1.36
1198,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,1.33
1199,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,1.32
1200,Forestry and logging,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,1.32
1201,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,1.3
1202,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,1.36
1203,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,1.32
1204,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,1.35
1205,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,1.39
1206,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,1.4
1207,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,1.36
1208,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,1.36
1209,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,1.33
1210,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,1.32
1211,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,1.32
1212,Manufacturing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,1.34
1213,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,2.84
1214,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,2.91
1215,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,3.24
1216,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,3.41
1217,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,2.66
1218,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,2.65
1219,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,2.96
1220,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,2.92
1221,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,3.03
1222,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,3.36
1223,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,3.21
1224,Mining and quarrying,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,3.44
1225,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,9.74
1226,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,9.81
1227,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,9.3
1228,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,9.16
1229,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,9.54
1230,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,10.44
1231,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,12.74
1232,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,14.38
1233,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,13.63
1234,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,13.09
1235,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,13.15
1236,Oil and gas extraction and support activities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,14.76
1237,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,1.23
1238,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,1.24
1239,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,1.25
1240,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,1.28
1241,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,1.25
1242,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2014,1.28
1243,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2015,1.25
1244,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2016,1.16
1245,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2017,1.15
1246,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2018,1.12
1247,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2019,1.07
1248,Transportation and warehousing,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2020,0.91
1249,Utilities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2009,13.29
1250,Utilities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2010,12.84
1251,Utilities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2011,11.58
1252,Utilities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2012,11.91
1253,Utilities,Industry,Energy Consumption,"Energy consumption: (Terajoules per number of jobs), by industry",2013,11.98
